"","surveyor_id","audio_1","record_prime","start_time","end_time","treat_assign","treat_all","block","community","TG_inv","TP_inv","female","education","age","age2","income","party_close","econfood","econinc","earners","assets1.elec","assets1.generator","assets1.radio","assets1.tv","assets1.phone","assets1.fridge","assets1.comp","assets1.stove","assets1.lock","assets2.watch","assets2.bike","assets2.moto","assets2.cart","assets2.car","assets2.tractor","assets2.wheelbarrow","assets2.smartphone","assets3.cattle","assets3.horses","assets3.mules","assets3.goats","assets3.sheep","assets3.chickens","assets3.rabbits","assets3.pigs","land","rooms","assets_pc_urb","assets_pc_rur","activism.act_rally_opp","activism.act_rally_zpf","activism.act_clothes","activism.act_volunteer","activism.act_ngo_peace","activism.act_ngo_elec","activism.act_run","activism.act_facebook","activism_pc","harm.exp","mdp.exp","abduct.exp","sexual.exp","murder.exp","torture.exp","arrest.exp","threat.exp","discrim.exp","trauma_exp","prob_threat_elec","prob_beat_elec","prob_abduct_elec","prob_mdp_elec","prob_sexual_elec","prob_kill_elec","prob_act_elec","prob_shirt_elec","prob_joke_elec","prob_meeting_elec","prob_vh_elec","prob_pungwe_elec","prob_testify_elec","prob_threat_now","prob_beat_now","prob_abduct_now","prob_mdp_now","prob_sexual_now","prob_kill_now","prob_act_now","prob_shirt_now","prob_joke_now","prob_meeting_now","prob_vh_now","prob_pungwe_now","prob_testify_now","prob_shirt_oth_elec","prob_joke_oth_elec","prob_meeting_oth_elec","prob_vh_oth_elec","prob_pungwe_oth_elec","prob_testify_oth_elec","prob_shirt_oth_now","prob_joke_oth_now","prob_meeting_oth_now","prob_vh_oth_now","prob_pungwe_oth_now","prob_testify_oth_now","fear_bin","anger_bin","sadness_bin","surprise_bin","disgust_bin","happiness_bin","prob_shirt_elec_bin","prob_joke_elec_bin","prob_meeting_elec_bin","prob_vh_elec_bin","prob_pungwe_elec_bin","prob_testify_elec_bin","prob_shirt_now_bin","prob_joke_now_bin","prob_meeting_now_bin","prob_vh_now_bin","prob_pungwe_now_bin","prob_testify_now_bin","prob_shirt_elec_oth_bin","prob_joke_elec_oth_bin","prob_meeting_elec_oth_bin","prob_vh_elec_oth_bin","prob_pungwe_elec_oth_bin","prob_testify_elec_oth_bin","prob_threat_elec_bin","prob_beat_elec_bin","prob_abduct_elec_bin","prob_mdp_elec_bin","prob_sexual_elec_bin","prob_kill_elec_bin","fear_st","anger_st","sadness_st","surprise_st","happiness_st","disgust_st","prob_threat_st","prob_beat_st","prob_abduct_st","prob_mdp_st","prob_sexual_st","prob_kill_st","prob_pun_st","prob_biz_st","prob_job_st","prob_worse_st","prob_asset_st","prob_theft_st","prob_sick_st","prob_econ_months_st","prob_econ_years_st","prob_econ_st","risk_seeking_st","risk_averse_st","prob_shirt_st","prob_joke_st","prob_meeting_st","prob_vh_st","prob_pungwe_st","prob_testify_st","prob_act_st","prob_shirt_oth_st","prob_joke_oth_st","prob_meeting_oth_st","prob_vh_oth_st","prob_pungwe_oth_st","prob_testify_oth_st","prob_act_oth_st","prob_act","prob_pun","prob_act_oth","risk_averse","uncer_seeking","loss_seeking","prob_econ","wristband","wristband_real"
"513","Surveyor 5","",0.937785317,"Tue Oct 06 13:49:16 UTC 2015","Tue Oct 06 13:55:12 UTC 2015","TP",1,"Melody0","Budiriro",NA,1.62962962962963,0,2,27,729,120,1,4,4,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.09150397272847,-1.09188424088716,1,0,0,0,0,0,NA,0,-0.463791738060599,0,0,0,0,0,0,0,1,0,0.111111111111111,5,5,4,4,3,4,1,1,1,1,1,1,1,5,4,4,3,3,2,1.33333333333333,2,1,2,1,1,1,2,1,2,2,2,2,3,1,3,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0.943009343827866,-1.04439903024185,-1.04954430804501,-1.16042911002884,-1.09887549728719,1.1148722779043,1.75415770776477,1.45646716957237,1.04906226060136,0.590523782721535,0.331670484844376,0.238850977548776,0.966166456076109,0.480511124080816,1.38896705627483,0.414117785123872,1.16421193805804,0.785156319886102,0.376069989065579,1.21488457088899,0.758827195180316,0.999145166313988,-1.5265642543948,1.5265642543948,-1.3956532533357,-1.23674906768848,-1.74802990699342,-1.40646484007943,-1.44904308632954,-1.28501601879354,-1.58113421884296,-0.841563076202553,-1.9735563442666,-0.930037163704245,-0.347507269653459,-0.411466702813934,-0.734184329155144,-1.07068074257057,1.16666666666667,3.83333333333333,2.16666666666667,-1,2,0,3.75,NA,0
"514","Surveyor 5","",0.950117667,"Tue Oct 06 14:09:45 UTC 2015","Tue Oct 06 14:15:08 UTC 2015","C",0,"Melody0","Budiriro",1.62962962962963,1.62962962962963,0,3,30,900,200,3,4,4,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0.567406335958574,-0.502056869588776,3,3,3,1,0,0,NA,2,-0.310222716541724,0,0,1,0,0,1,0,1,0,0.333333333333333,3,3,2,2,1,2,4.83333333333333,5,4,5,5,5,5,2,1,1,1,1,1,4.83333333333333,5,4,5,5,5,5,4,3,3,3,3,3,5,3,4,4,4,4,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,0.453706778710971,-1.07236981569681,-0.591090862130291,-0.978587659388752,-1.18595720273044,-1.2944399127487,-1.35971684822655,-1.22163907625266,-1.19671993604774,-1.57602425751507,-1.88837094167702,-2.1188356578668,-1.12783031499372,-1.41523728121819,-1.13621145632579,-1.96590412380219,-1.94017708407783,-2.01443450946249,0.654086605797631,-0.654086605797631,1.25596955198404,1.01188560083603,1.17187090707464,1.47859124213478,1.45130898638635,1.56908396376618,1.48574569908168,1.50017765757846,0.416369976131932,0.247271785588033,0.874496315941123,0.813364412539173,0.997552663446671,0.990175116627044,4.83333333333333,1.66666666666667,3.58333333333333,-4,-1,1,1.08333333333333,NA,0
"515","Surveyor 5","",0.416733024,"Tue Oct 06 14:27:44 UTC 2015","Tue Oct 06 14:37:22 UTC 2015","C",0,"Melody0","Budiriro",1.62962962962963,1.62962962962963,0,2,25,625,200,3,4,4,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.09150397272847,-1.09188424088716,3,2,3,1,0,0,NA,3,-0.278688484640128,0,0,0,0,0,0,0,1,1,0.222222222222222,4,3,2,2,2,2,4.16666666666667,5,3,5,4,4,4,2,2,2,1,1,1,4.33333333333333,5,4,5,4,4,4,3,1,3,2,3,2,4,2,4,3,3,3,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-0.122041148151279,-0.491576693596527,-0.738953310064077,-1.2944399127487,-0.936870014958815,-1.22163907625266,-0.863968183413298,-1.57602425751507,0.159965307042888,-2.1188356578668,0.247395036837333,0.785156319886102,0.376069989065579,-0.574309069874797,-0.421987176995123,-0.507644671574253,1.38097022586178,-1.38097022586178,1.25596955198404,0.637113156081943,1.17187090707464,0.75732722158123,0.726220968207376,0.855558968126249,0.997832984866399,0.329307290687956,-1.37607476416697,0.247271785588033,-0.347507269653459,0.200948854862619,-0.156938664954539,-0.222093035842138,4.25,2,2.75,-5,0,-1,2.41666666666667,NA,0
"516","Surveyor 2","",0.926185771,"Tue Oct 06 15:39:32 UTC 2015","Tue Oct 06 15:54:41 UTC 2015","C",0,"Deborah0","Budiriro",1.66666666666667,2,0,2,47,2209,200,3,4,5,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.65020223891318,-1.09188424088716,3,1,0,0,0,0,NA,0,-0.441094508623508,0,0,0,0,0,0,0,0,1,0.111111111111111,5,5,4,5,2,2,1.66666666666667,1,1,5,1,1,1,3,2,2,2,1,1,1.66666666666667,1,1,5,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.943009343827866,1.09784831531052,-0.286343066651411,-0.379415956498362,-1.09887549728719,0.385791580037266,0.816058279806745,0.482445237987922,0.155054475268644,0.590523782721535,-0.936870014958815,-1.22163907625266,-0.0320888018272041,-0.753410104876714,-0.249701942701093,0.836276692288985,0.705803487447685,-0.535079840776472,-1.13621145632579,-0.375509776456598,-0.0846116420878544,-0.225121576970208,-0.0727970142665137,0.0727970142665137,-1.77445651123852,-1.23674906768848,1.17187090707464,-1.40646484007943,-1.44904308632954,-1.28501601879354,-1.16292332094415,-2.01243344309306,-1.37607476416697,-2.10734611299652,-1.56951085524804,-1.63629781816704,-1.88867565755635,-2.16172207979283,1.66666666666667,2.83333333333333,1.41666666666667,-3,0,0,2.66666666666667,NA,0
"517","Surveyor 2","",0.377644094,"Tue Oct 06 13:19:11 UTC 2015","Tue Oct 06 13:57:06 UTC 2015","TP",1,"Deborah0","Budiriro",NA,2,0,3,48,2304,50,3,4,5,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.12843567346709,-1.09188424088716,3,2,3,3,0,0,NA,0,-0.353944562308014,1,1,1,1,0,1,1,1,1,0.888888888888889,5,5,5,5,2,5,2.16666666666667,2,1,5,2,1,2,3,4,4,4,1,4,4.33333333333333,4,4,5,4,4,5,2,2,2,2,2,2,3,3,3,3,4,3,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,-1.30209119361285,-0.330316581724392,-1.04954430804501,0.401597197032113,1.22999791671005,-1.07236981569681,0.816058279806745,1.45646716957237,1.49606615326772,1.53300563045665,-0.936870014958815,1.69934103135021,1.04935439423472,0.480511124080816,0.979299806530849,0.836276692288985,0.705803487447685,-0.975158560997329,0.880163804196037,0.618486690634396,0.590139427726682,0.622447706841928,-1.5265642543948,1.5265642543948,-0.259243479627243,-0.112431733426225,1.17187090707464,0.0360632010276775,-0.361411059061081,0.498796470306284,0.161411189068769,-0.841563076202553,-0.181111603967701,-0.930037163704245,-0.347507269653459,0.200948854862619,-0.156938664954539,-0.464546666335975,3.25,3.91666666666667,2.58333333333333,-1,1,2,3.41666666666667,NA,0
"518","Surveyor 2","",0.338212062,"Tue Oct 06 14:08:32 UTC 2015","Tue Oct 06 14:35:39 UTC 2015","C",0,"Deborah1","Budiriro",1.75,1.75,1,2,38,1444,30,3,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.245415868923,-1.09188424088716,0,3,0,0,0,0,NA,0,-0.456811320176971,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,2.16666666666667,3,2,3,2,2,1,1,1,1,1,1,1,3,4,3,4,3,3,1,3,2,4,2,2,2,4,3,4,3,3,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-0.286343066651411,-1.16042911002884,1.22999791671005,-1.07236981569681,-1.52919029008831,-1.46559862518098,-1.6329610953968,-1.76568083661626,-1.35971684822655,-1.70846909418647,-1.69584756499939,1.30312527671917,-1.47870369193303,1.2584355994541,1.62262038866839,0.785156319886102,-1.13621145632579,0.419687397216197,0.590139427726682,0.528273341973913,-0.799680634330659,0.799680634330659,0.119559778275578,-0.112431733426225,-0.079515156097389,-0.324568809249099,-0.361411059061081,-1.28501601879354,-0.396203341462985,0.329307290687956,-0.181111603967701,0.835926260234173,-0.347507269653459,-0.411466702813934,-0.156938664954539,0.0203605946516979,2.58333333333333,1.16666666666667,2.91666666666667,-2,-1,1,3.33333333333333,NA,0
"519","Surveyor 2","",0.465854302,"Tue Oct 06 14:42:48 UTC 2015","Tue Oct 06 15:08:23 UTC 2015","C",0,"Deborah1","Budiriro",1.75,1.75,1,2,36,1296,0,3,1,4,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,-0.804791538931873,-1.01664615415751,0,3,0,0,0,0,NA,0,-0.456811320176971,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,3,1,1,1,3,2,3,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-1.0601405761093,-1.46559862518098,-1.6329610953968,-1.76568083661626,-1.35971684822655,-1.22163907625266,-1.52947168868217,0.480511124080816,0.159965307042888,0.414117785123872,-0.211013413773019,0.345077599665244,-0.632117641195336,0.220888103797999,0.0840761253657796,0.151575882501853,-1.5265642543948,1.5265642543948,-1.3956532533357,-0.861976622934394,-1.74802990699342,-1.04583282980265,-1.08649907724005,-0.928253520973577,-1.30232695357708,-0.841563076202553,-1.37607476416697,-0.341382689058106,-1.56951085524804,-1.63629781816704,-1.31142999335575,-1.43436118831132,1.5,1.33333333333333,1.91666666666667,-1,1,1,3,NA,0
"520","Surveyor 2","",0.411549827,"Tue Oct 06 15:14:39 UTC 2015","Tue Oct 06 15:35:42 UTC 2015","TG",1,"Deborah1","Budiriro",1.75,NA,1,2,31,961,60,3,3,4,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.47619440446577,-1.09188424088716,0,0,0,0,0,0,NA,0,-0.472521919550263,0,0,0,0,0,0,0,0,1,0.111111111111111,3,3,2,2,1,2,1.5,1,1,4,1,1,1,2,1,1,1,1,1,3,3,1,4,4,4,2,4,1,4,1,1,1,4,3,4,2,2,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0.194642498014292,-0.330316581724392,-0.286343066651411,-1.16042911002884,-1.09887549728719,-0.34328911782977,-0.591090862130291,-0.978587659388752,-1.18595720273044,-1.2944399127487,-1.35971684822655,-1.22163907625266,-1.19671993604774,0.891818200399993,0.569632556786869,0.836276692288985,1.62262038866839,-1.41523728121819,0.376069989065579,0.220888103797999,0.927514962633951,0.622447706841928,-1.5265642543948,1.5265642543948,-1.01684999543288,-1.23674906768848,0.337613531626619,-0.324568809249099,-0.361411059061081,-0.928253520973577,-0.675010606728861,0.91474247413321,-0.778593184067334,0.835926260234173,-1.56951085524804,-1.63629781816704,-1.31142999335575,-0.707000296829812,2.25,1.66666666666667,2.41666666666667,-1,1,4,3.41666666666667,NA,0
"521","Surveyor 2","",0.828167836,"Tue Oct 06 16:02:55 UTC 2015","Tue Oct 06 16:15:21 UTC 2015","TG",1,"Deborah1","Budiriro",1.75,NA,1,2,33,1089,50,3,3,4,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.08270955044384,-1.01664615415751,3,1,1,0,0,0,NA,0,-0.431318757376029,0,0,0,0,0,0,0,0,1,0.111111111111111,3,3,3,3,1,1,2.5,4,1,4,2,2,2,1,1,1,1,1,1,3.16666666666667,4,2,4,3,3,3,4,2,4,3,3,2,4,4,4,4,4,3,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.194642498014292,-1.04439903024185,-1.04954430804501,-0.379415956498362,0.453706778710971,-1.07236981569681,-1.0601405761093,-0.978587659388752,-0.738953310064077,-0.823198988881142,-1.35971684822655,-1.70846909418647,-1.19671993604774,0.480511124080816,0.569632556786869,-0.430200029206353,0.705803487447685,-0.975158560997329,-1.13621145632579,0.0220888103797994,-0.253299409541488,-0.130947212102192,-0.0727970142665137,0.0727970142665137,0.498363036178398,-0.861976622934394,0.337613531626619,-0.324568809249099,-0.361411059061081,-0.214728525333647,-0.187097892513577,0.91474247413321,0.416369976131932,0.835926260234173,0.874496315941123,0.813364412539173,-0.156938664954539,0.747721486133207,2.83333333333333,1.66666666666667,3.41666666666667,-3,-2,-1,2.75,NA,0
"522","Surveyor 2","",0.621240839,"Tue Oct 06 12:43:26 UTC 2015","Tue Oct 06 13:04:15 UTC 2015","TG",1,"Deborah1","Budiriro",1.75,NA,1,2,32,1024,50,3,3,3,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.91092019204425,-1.09188424088716,0,3,0,0,0,0,NA,0,-0.456811320176971,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,1,1.16666666666667,1,1,2,1,1,1,1,1,1,1,1,1,2.16666666666667,2,2,3,2,2,2,2,1,2,1,1,1,3,2,3,2,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.943009343827866,-1.04439903024185,-1.04954430804501,0.401597197032113,-0.322584359288107,-1.07236981569681,-0.591090862130291,-0.491576693596527,-0.738953310064077,-0.823198988881142,-0.514023181691085,-1.70846909418647,-0.863968183413298,-0.753410104876714,0.159965307042888,-0.430200029206353,-0.669421864383371,-1.41523728121819,1.88835143445695,-0.176710483038399,-0.421987176995123,-0.319295941838222,-0.799680634330659,0.799680634330659,-1.3956532533357,-0.861976622934394,-0.913772531545405,-1.04583282980265,-1.08649907724005,-0.928253520973577,-1.16292332094415,-0.841563076202553,-1.37607476416697,-0.930037163704245,-1.56951085524804,-1.63629781816704,-1.31142999335575,-1.55558800355824,1.66666666666667,2,1.83333333333333,-2,1,3,2.58333333333333,NA,0
"523","Surveyor 1","",0.939422652,"Tue Oct 06 13:54:53 UTC 2015","Tue Oct 06 14:34:37 UTC 2015","TG",1,"Blessing1","Budiriro",1.44,NA,1,2,25,625,30,3,4,4,2,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.32559453872488,-1.09188424088716,3,0,0,0,0,0,NA,0,-0.446331375081272,0,0,0,0,0,0,0,1,0,0.111111111111111,5,4,4,4,4,4,1.16666666666667,1,1,2,1,1,1,3,2,3,2,3,3,2.33333333333333,4,1,3,1,4,1,2,1,2,1,1,1,2,2,2,2,1,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-0.553724347799281,-1.04439903024185,-1.04954430804501,1.18261035056259,1.22999791671005,-1.07236981569681,0.816058279806745,-0.00456572780430228,0.602058367935004,0.119282858853976,0.754517318112106,0.725680995482587,0.550226765283061,0.0692040477616394,0.979299806530849,0.836276692288985,1.62262038866839,1.66531376032782,0.880163804196037,1.21488457088899,1.26489049754122,1.28166826091803,-0.799680634330659,0.799680634330659,-0.638046737530063,-1.23674906768848,-0.913772531545405,-1.40646484007943,-0.361411059061081,-1.28501601879354,-1.09322150462768,-1.42699825964781,-1.37607476416697,-1.51869163835038,-1.56951085524804,-2.24871337584359,-1.31142999335575,-1.91926844929899,1.75,3.41666666666667,1.58333333333333,-2,0,0,4,NA,0
"524","Surveyor 1","",0.758762403,"Tue Oct 06 12:23:30 UTC 2015","Tue Oct 06 12:42:42 UTC 2015","C",0,"Blessing0","Budiriro",1.5625,1.53125,0,2,36,1296,150,3,4,4,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.747338339539698,-1.09188424088716,3,3,0,2,0,0,NA,0,-0.395563558297785,0,0,0,0,0,0,0,1,1,0.222222222222222,4,4,4,4,3,4,1.33333333333333,1,1,3,1,1,1,3,3,3,3,2,3,1.33333333333333,1,1,3,1,1,1,1,1,2,1,1,1,2,1,4,1,2,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-0.553724347799281,-1.04439903024185,-0.286343066651411,1.18261035056259,0.453706778710971,-0.34328911782977,0.347008565827733,0.482445237987922,0.602058367935004,0.590523782721535,-0.0911763484233544,0.725680995482587,0.467038827124452,0.0692040477616394,0.979299806530849,0.414117785123872,1.62262038866839,0.785156319886102,-0.128023826064878,0.618486690634396,0.927514962633951,0.810796436577958,-0.799680634330659,0.799680634330659,-1.77445651123852,-1.23674906768848,-0.496643843821397,-1.40646484007943,-1.44904308632954,-1.28501601879354,-1.44173058621002,-2.01243344309306,-1.9735563442666,-0.341382689058106,-2.18051264804533,-1.63629781816704,-1.31142999335575,-1.91926844929899,1.33333333333333,3.33333333333333,1.58333333333333,-2,0,0,3.58333333333333,NA,0
"525","Surveyor 1","",0.347090553,"Tue Oct 06 12:44:31 UTC 2015","Tue Oct 06 13:10:09 UTC 2015","C",0,"Blessing0","Budiriro",1.5625,1.53125,0,2,34,1156,200,3,3,3,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.134074695636498,-1.09188424088716,3,3,2,2,0,0,NA,2,-0.302469859084106,0,0,0,0,0,0,0,1,1,0.222222222222222,3,3,3,4,3,3,2.5,1,2,3,4,4,1,1,1,2,1,2,1,2.83333333333333,1,3,4,4,4,1,2,3,3,1,4,2,4,4,4,2,4,2,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,1.09784831531052,-0.286343066651411,-0.379415956498362,-1.09887549728719,-0.34328911782977,-1.0601405761093,-0.978587659388752,-0.291949417397717,-0.351958065013583,-0.0911763484233544,-0.734809058318846,-0.61440436893747,0.480511124080816,0.569632556786869,0.836276692288985,0.705803487447685,0.785156319886102,0.376069989065579,0.419687397216197,1.09620273008758,0.810796436577958,-1.5265642543948,1.5265642543948,-1.77445651123852,-0.112431733426225,-0.079515156097389,0.75732722158123,0.726220968207376,-1.28501601879354,-0.326501525146516,-0.256127892757299,1.01385155623157,0.247271785588033,-1.56951085524804,1.42577997021573,-0.734184329155144,0.0203605946516979,2.66666666666667,2.25,2.91666666666667,-1,0,4,3.58333333333333,NA,0
"526","Surveyor 1","",0.241909448,"Tue Oct 06 13:15:19 UTC 2015","Tue Oct 06 13:41:16 UTC 2015","TG",1,"Blessing0","Budiriro",1.5625,NA,0,2,60,3600,50,1,4,4,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1.48588493887196,-0.866169980698221,0,3,0,0,0,0,NA,0,-0.456811320176971,0,0,0,0,0,0,0,0,1,0.111111111111111,4,3,2,3,2,3,1.16666666666667,2,1,1,1,1,1,1,1,2,2,2,1,1.5,4,1,1,1,1,1,4,2,4,3,2,1,4,2,4,3,3,2,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.194642498014292,-0.330316581724392,-1.04954430804501,1.18261035056259,0.453706778710971,-1.07236981569681,-0.591090862130291,-0.978587659388752,-0.738953310064077,-0.351958065013583,-0.514023181691085,-0.734809058318846,-0.69759230709608,0.0692040477616394,0.979299806530849,0.836276692288985,0.705803487447685,1.66531376032782,-0.128023826064878,0.618486690634396,1.09620273008758,0.904970801445973,-0.799680634330659,0.799680634330659,-0.259243479627243,-1.23674906768848,-2.16515859471743,-1.40646484007943,-1.44904308632954,-1.28501601879354,-1.44173058621002,0.91474247413321,-0.778593184067334,0.835926260234173,0.263494523143832,-0.411466702813934,-1.31142999335575,-0.10086622059522,1.33333333333333,2.16666666666667,2.83333333333333,-2,-1,2,3.66666666666667,NA,0
"527","Surveyor 1","",0.868391605,"Tue Oct 06 14:41:46 UTC 2015","Tue Oct 06 15:04:07 UTC 2015","TP",1,"Blessing0","Budiriro",NA,1.53125,0,2,42,1764,350,1,4,4,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1.12205716951454,-0.272625154558726,2,3,0,0,0,0,NA,0,-0.439350957197644,1,0,0,0,0,0,0,1,0,0.222222222222222,4,3,4,4,3,4,2.16666666666667,1,1,2,5,3,1,1,1,2,1,3,2,3,4,1,3,5,4,1,2,1,4,4,2,1,4,2,4,4,4,2,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,0.943009343827866,1.09784831531052,1.24005941613579,1.18261035056259,-1.09887549728719,1.1148722779043,-0.591090862130291,-0.978587659388752,0.155054475268644,-0.351958065013583,0.331670484844376,0.238850977548776,-0.198464678144423,0.891818200399993,0.979299806530849,0.414117785123872,0.705803487447685,1.22523504010696,0.376069989065579,0.618486690634396,1.26489049754122,0.999145166313988,-0.0727970142665137,0.0727970142665137,-0.638046737530063,-1.23674906768848,-0.913772531545405,1.47859124213478,0.36367695911789,-1.28501601879354,-0.396203341462985,-0.256127892757299,-1.37607476416697,0.835926260234173,1.48549810873841,0.200948854862619,-1.31142999335575,-0.10086622059522,2.58333333333333,2.66666666666667,2.83333333333333,-3,2,2,3.75,NA,0
"528","Surveyor 1","",0.977315807,"Tue Oct 06 15:04:43 UTC 2015","Tue Oct 06 15:33:47 UTC 2015","C",0,"Blessing0","Budiriro",1.5625,1.53125,0,2,18,324,350,1,3,3,2,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.13343276627448,-1.01664615415751,1,3,0,0,0,0,NA,0,-0.448081138687307,0,0,0,0,0,0,0,1,0,0.111111111111111,3,3,3,3,2,3,1,1,1,1,1,1,1,2,2,2,1,2,2,2.5,4,1,4,1,4,1,1,2,1,1,2,1,2,4,2,2,4,2,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-0.286343066651411,1.18261035056259,1.22999791671005,-0.34328911782977,-0.591090862130291,-0.491576693596527,-0.291949417397717,-0.823198988881142,-0.514023181691085,-0.247979040385035,-0.53121643077886,0.480511124080816,0.159965307042888,0.836276692288985,1.62262038866839,1.66531376032782,0.376069989065579,0.817285984052595,1.26489049754122,1.093319531182,0.654086605797631,-0.654086605797631,-0.638046737530063,-1.23674906768848,-0.913772531545405,-1.40646484007943,-0.361411059061081,-1.28501601879354,-1.09322150462768,-2.01243344309306,0.416369976131932,-2.10734611299652,-1.56951085524804,0.200948854862619,-1.31142999335575,-1.3131343730644,1.75,2.33333333333333,2,-4,0,-2,3.83333333333333,NA,0
