"","surveyor_id","audio_1","record_prime","start_time","end_time","treat_assign","treat_all","block","community","TG_inv","TP_inv","female","education","age","age2","income","party_close","econfood","econinc","earners","assets1.elec","assets1.generator","assets1.radio","assets1.tv","assets1.phone","assets1.fridge","assets1.comp","assets1.stove","assets1.lock","assets2.watch","assets2.bike","assets2.moto","assets2.cart","assets2.car","assets2.tractor","assets2.wheelbarrow","assets2.smartphone","assets3.cattle","assets3.horses","assets3.mules","assets3.goats","assets3.sheep","assets3.chickens","assets3.rabbits","assets3.pigs","land","rooms","assets_pc_urb","assets_pc_rur","activism.act_rally_opp","activism.act_rally_zpf","activism.act_clothes","activism.act_volunteer","activism.act_ngo_peace","activism.act_ngo_elec","activism.act_run","activism.act_facebook","activism_pc","harm.exp","mdp.exp","abduct.exp","sexual.exp","murder.exp","torture.exp","arrest.exp","threat.exp","discrim.exp","trauma_exp","prob_threat_elec","prob_beat_elec","prob_abduct_elec","prob_mdp_elec","prob_sexual_elec","prob_kill_elec","prob_act_elec","prob_shirt_elec","prob_joke_elec","prob_meeting_elec","prob_vh_elec","prob_pungwe_elec","prob_testify_elec","prob_threat_now","prob_beat_now","prob_abduct_now","prob_mdp_now","prob_sexual_now","prob_kill_now","prob_act_now","prob_shirt_now","prob_joke_now","prob_meeting_now","prob_vh_now","prob_pungwe_now","prob_testify_now","prob_shirt_oth_elec","prob_joke_oth_elec","prob_meeting_oth_elec","prob_vh_oth_elec","prob_pungwe_oth_elec","prob_testify_oth_elec","prob_shirt_oth_now","prob_joke_oth_now","prob_meeting_oth_now","prob_vh_oth_now","prob_pungwe_oth_now","prob_testify_oth_now","fear_bin","anger_bin","sadness_bin","surprise_bin","disgust_bin","happiness_bin","prob_shirt_elec_bin","prob_joke_elec_bin","prob_meeting_elec_bin","prob_vh_elec_bin","prob_pungwe_elec_bin","prob_testify_elec_bin","prob_shirt_now_bin","prob_joke_now_bin","prob_meeting_now_bin","prob_vh_now_bin","prob_pungwe_now_bin","prob_testify_now_bin","prob_shirt_elec_oth_bin","prob_joke_elec_oth_bin","prob_meeting_elec_oth_bin","prob_vh_elec_oth_bin","prob_pungwe_elec_oth_bin","prob_testify_elec_oth_bin","prob_threat_elec_bin","prob_beat_elec_bin","prob_abduct_elec_bin","prob_mdp_elec_bin","prob_sexual_elec_bin","prob_kill_elec_bin","fear_st","anger_st","sadness_st","surprise_st","happiness_st","disgust_st","prob_threat_st","prob_beat_st","prob_abduct_st","prob_mdp_st","prob_sexual_st","prob_kill_st","prob_pun_st","prob_biz_st","prob_job_st","prob_worse_st","prob_asset_st","prob_theft_st","prob_sick_st","prob_econ_months_st","prob_econ_years_st","prob_econ_st","risk_seeking_st","risk_averse_st","prob_shirt_st","prob_joke_st","prob_meeting_st","prob_vh_st","prob_pungwe_st","prob_testify_st","prob_act_st","prob_shirt_oth_st","prob_joke_oth_st","prob_meeting_oth_st","prob_vh_oth_st","prob_pungwe_oth_st","prob_testify_oth_st","prob_act_oth_st","prob_act","prob_pun","prob_act_oth","risk_averse","uncer_seeking","loss_seeking","prob_econ","wristband","wristband_real"
"497","Surveyor 1","",0.558720231,"Tue Oct 06 10:22:38 UTC 2015","Tue Oct 06 10:45:21 UTC 2015","C",0,"Blessing0","Budiriro",1.5625,1.53125,0,2,33,1089,250,3,4,4,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.866657641847713,-1.09188424088716,3,2,2,2,0,0,NA,0,-0.381248922260591,1,0,0,1,0,0,0,1,1,0.444444444444444,4,4,4,4,4,4,1.5,1,1,4,1,1,1,3,2,3,2,3,2,2.5,4,1,4,1,1,4,2,1,2,2,2,2,2,2,2,2,4,4,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,-1.30209119361285,-1.04439903024185,-1.04954430804501,1.18261035056259,1.22999791671005,-0.34328911782977,0.347008565827733,-0.00456572780430228,0.602058367935004,0.119282858853976,0.754517318112106,0.238850977548776,0.383850888965843,1.30312527671917,-0.249701942701093,0.836276692288985,0.247395036837333,0.785156319886102,0.880163804196037,0.419687397216197,1.09620273008758,0.810796436577958,0.654086605797631,-0.654086605797631,-0.638046737530063,-1.23674906768848,0.337613531626619,-1.40646484007943,-1.44904308632954,-0.214728525333647,-0.884116055678269,-1.42699825964781,-1.37607476416697,-1.51869163835038,-0.95850906245075,0.200948854862619,0.420306999246066,-0.949453927323648,2,3.25,2.25,-4,0,-2,3.58333333333333,NA,0
"498","Surveyor 1","",0.800818409,"Tue Oct 06 10:46:29 UTC 2015","Tue Oct 06 11:14:44 UTC 2015","TG",1,"Blessing0","Budiriro",1.5625,NA,0,3,25,625,150,3,4,4,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0.788089953607885,-0.866169980698221,1,2,2,1,0,0,NA,0,-0.416237893945016,0,1,0,0,0,0,0,1,1,0.333333333333333,4,3,4,4,2,3,2.16666666666667,3,3,4,1,1,1,2,2,2,3,2,3,2.33333333333333,4,3,4,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-0.122041148151279,-0.491576693596527,0.155054475268644,0.590523782721535,-0.514023181691085,0.238850977548776,-0.0320888018272041,0.480511124080816,0.159965307042888,0.836276692288985,0.705803487447685,-0.535079840776472,0.880163804196037,0.220888103797999,0.758827195180316,0.528273341973913,0.654086605797631,-0.654086605797631,0.119559778275578,0.262340711327859,0.337613531626619,-1.40646484007943,-1.44904308632954,-1.28501601879354,-0.675010606728861,-1.42699825964781,-0.778593184067334,-1.51869163835038,-0.95850906245075,-2.24871337584359,-0.734184329155144,-1.55558800355824,2.25,2.83333333333333,1.83333333333333,-4,1,-1,3.33333333333333,NA,0
"499","Surveyor 1","",0.668256829,"Tue Oct 06 11:15:14 UTC 2015","Tue Oct 06 11:38:23 UTC 2015","TP",1,"Blessing0","Budiriro",NA,1.53125,0,2,35,1225,150,1,4,4,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.563317703518835,-1.09188424088716,1,3,0,1,0,0,NA,0,-0.43055252998221,0,1,0,0,0,0,0,1,1,0.333333333333333,4,4,4,4,4,4,1.5,1,1,4,1,1,1,3,2,3,2,2,3,3,3,2,4,4,4,1,2,4,4,2,2,2,2,4,4,2,2,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0.943009343827866,1.09784831531052,1.24005941613579,-0.379415956498362,-1.09887549728719,1.1148722779043,0.347008565827733,-0.00456572780430228,0.602058367935004,0.119282858853976,0.331670484844376,0.725680995482587,0.383850888965843,0.480511124080816,0.979299806530849,-0.00804112204124021,0.705803487447685,1.66531376032782,0.880163804196037,0.817285984052595,1.09620273008758,0.999145166313988,-0.0727970142665137,0.0727970142665137,-1.01684999543288,-0.861976622934394,0.337613531626619,-0.324568809249099,-0.361411059061081,-1.28501601879354,-0.675010606728861,-1.42699825964781,1.6113331363312,0.835926260234173,-0.95850906245075,-1.02388226049049,-0.734184329155144,-0.343319851089057,2.25,3.25,2.66666666666667,-3,-2,0,3.75,NA,0
"500","Surveyor 2","",0.893341012,"Tue Oct 06 10:10:02 UTC 2015","Tue Oct 06 10:26:03 UTC 2015","TP",1,"Deborah1","Budiriro",NA,1.75,1,2,25,625,400,3,3,4,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.24702685048505,-0.941408067427866,1,3,0,0,0,0,NA,0,-0.448081138687307,0,0,0,0,0,0,0,1,0,0.111111111111111,4,5,5,4,2,2,1.33333333333333,2,1,2,1,1,1,1,2,2,2,1,1,2.16666666666667,3,1,3,2,2,2,3,2,3,2,3,2,4,3,4,3,4,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.943009343827866,-0.330316581724392,-1.04954430804501,1.18261035056259,0.453706778710971,-1.07236981569681,-0.591090862130291,0.482445237987922,0.602058367935004,0.119282858853976,-0.936870014958815,-1.22163907625266,-0.281652616303032,0.0692040477616394,1.38896705627483,0.836276692288985,0.705803487447685,2.10539248054868,1.38425761932649,2.01008174456179,0.758827195180316,1.37584262578605,-0.0727970142665137,0.0727970142665137,-0.638046737530063,-1.23674906768848,-0.913772531545405,-1.04583282980265,-1.08649907724005,-0.928253520973577,-1.09322150462768,0.329307290687956,-0.181111603967701,0.247271785588033,-0.347507269653459,0.813364412539173,-0.156938664954539,0.141587409898616,1.75,2.58333333333333,3,-3,-1,1,4.08333333333333,NA,0
"501","Surveyor 2","",0.323401241,"Tue Oct 06 10:30:48 UTC 2015","Tue Oct 06 10:46:58 UTC 2015","TG",1,"Deborah0","Budiriro",1.66666666666667,NA,0,1,55,3025,5,3,4,5,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.70096665455482,-1.01664615415751,3,0,3,0,0,0,NA,0,-0.417004121338835,0,0,0,0,0,0,0,0,0,0,5,5,5,5,1,2,1.16666666666667,1,1,2,1,1,1,5,3,3,3,1,1,1.83333333333333,2,2,3,2,1,1,2,1,2,1,1,1,3,2,3,2,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.194642498014292,-0.330316581724392,-1.04954430804501,-0.379415956498362,-0.322584359288107,-1.07236981569681,1.75415770776477,0.969456203780147,1.04906226060136,1.06176470658909,-1.35971684822655,-1.22163907625266,0.383850888965843,-1.57602425751507,0.159965307042888,0.836276692288985,2.08102883927874,1.22523504010696,0.880163804196037,0.817285984052595,0.590139427726682,0.716622071709943,1.38097022586178,-1.38097022586178,-1.3956532533357,-0.861976622934394,-0.913772531545405,-1.04583282980265,-1.44904308632954,-1.28501601879354,-1.30232695357708,-0.841563076202553,-1.37607476416697,-0.930037163704245,-1.56951085524804,-1.63629781816704,-1.88867565755635,-1.67681481880516,1.5,3.25,1.75,-5,0,0,3.5,NA,0
"502","Surveyor 2","",0.500143104,"Tue Oct 06 10:49:20 UTC 2015","Tue Oct 06 11:06:03 UTC 2015","C",0,"Deborah0","Budiriro",1.66666666666667,2,0,2,22,484,170,3,3,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.833243291089122,-0.941408067427866,1,3,1,0,0,0,NA,0,-0.438305387439828,0,0,0,0,0,0,0,0,0,0,3,3,2,3,1,1,2.16666666666667,2,1,2,2,4,2,1,1,1,1,1,1,2.16666666666667,2,1,2,2,4,2,3,2,4,2,2,2,4,3,4,3,3,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.30209119361285,-1.04439903024185,-1.04954430804501,1.18261035056259,1.22999791671005,-1.07236981569681,-1.0601405761093,-0.978587659388752,-1.18595720273044,-0.823198988881142,-1.35971684822655,-1.70846909418647,-1.27990787420635,-1.16471718119589,0.979299806530849,0.414117785123872,-1.58623876560407,-0.975158560997329,-0.128023826064878,-0.574309069874797,-0.421987176995123,-0.507644671574253,-0.0727970142665137,0.0727970142665137,-1.01684999543288,-1.23674906768848,-1.33090121926941,-0.685200819525875,0.726220968207376,-0.571491023153612,-0.744712423045331,0.329307290687956,-0.181111603967701,0.835926260234173,-0.347507269653459,-0.411466702813934,-0.156938664954539,0.0203605946516979,2.16666666666667,1.58333333333333,2.91666666666667,-3,0,1,2.41666666666667,NA,0
"503","Surveyor 2","",0.589807719,"Tue Oct 06 11:07:19 UTC 2015","Tue Oct 06 11:21:47 UTC 2015","C",0,"Deborah1","Budiriro",1.75,1.75,1,1,22,484,20,2,3,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.58631249185595,-1.09188424088716,1,3,0,0,0,0,NA,0,-0.448081138687307,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1.33333333333333,2,1,2,1,1,1,1,1,1,1,1,1,1.83333333333333,3,2,3,1,1,1,2,1,3,2,2,1,3,3,4,3,3,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-0.286343066651411,1.18261035056259,1.22999791671005,-1.07236981569681,-1.99824000406733,-1.9526095909732,-1.6329610953968,-1.76568083661626,-1.35971684822655,-1.70846909418647,-1.86222344131661,-0.342103028557537,0.159965307042888,-0.00804112204124021,1.16421193805804,1.66531376032782,0.880163804196037,0.618486690634396,0.758827195180316,0.716622071709943,-0.0727970142665137,0.0727970142665137,-0.638046737530063,-0.861976622934394,-0.913772531545405,-1.40646484007943,-1.44904308632954,-1.28501601879354,-1.23262513726062,-0.841563076202553,-0.778593184067334,0.247271785588033,-0.347507269653459,-0.411466702813934,-1.31142999335575,-0.707000296829812,1.58333333333333,1,2.41666666666667,-3,-1,0,3.5,NA,0
"504","Surveyor 2","",0.654119641,"Tue Oct 06 11:24:06 UTC 2015","Tue Oct 06 11:41:02 UTC 2015","C",0,"Deborah1","Budiriro",1.75,1.75,1,2,36,1296,50,3,4,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.19138062263871,-1.09188424088716,1,3,0,0,0,0,NA,0,-0.448081138687307,0,0,0,0,0,0,0,1,1,0.222222222222222,3,2,1,1,1,1,1.33333333333333,2,1,2,1,1,1,1,1,1,1,1,1,2.33333333333333,3,2,3,2,2,2,3,2,3,2,2,1,4,3,4,3,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,-0.379415956498362,1.22999791671005,-1.07236981569681,-1.0601405761093,-1.46559862518098,-1.6329610953968,-1.76568083661626,-1.35971684822655,-1.70846909418647,-1.61265962684078,-1.16471718119589,-0.659369192445073,-0.00804112204124021,-0.211013413773019,-0.0950011205556138,-0.128023826064878,-0.574309069874797,-0.421987176995123,-0.507644671574253,0.654086605797631,-0.654086605797631,-0.638046737530063,-0.861976622934394,-0.913772531545405,-1.04583282980265,-1.08649907724005,-0.928253520973577,-1.02351968831121,0.329307290687956,-0.181111603967701,0.247271785588033,-0.347507269653459,-0.411466702813934,-1.31142999335575,-0.343319851089057,1.83333333333333,1.25,2.66666666666667,-4,-2,-3,2.41666666666667,NA,0
"505","Surveyor 2","",0.544127354,"Tue Oct 06 11:58:48 UTC 2015","Tue Oct 06 12:22:04 UTC 2015","TP",1,"Deborah0","Budiriro",NA,2,0,2,34,1156,450,3,3,4,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.190648285154499,-1.09188424088716,3,3,3,3,0,0,NA,0,-0.34870769585025,1,0,0,0,0,1,0,1,1,0.444444444444444,3,4,4,4,2,2,2.66666666666667,2,1,4,4,4,1,1,1,2,2,1,1,3.16666666666667,3,2,4,4,4,2,2,2,2,1,1,1,3,3,3,2,2,2,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0.194642498014292,-0.330316581724392,-1.04954430804501,-1.16042911002884,-0.322584359288107,-1.07236981569681,-1.0601405761093,-0.491576693596527,0.155054475268644,0.119282858853976,-0.936870014958815,-1.22163907625266,-0.61440436893747,-0.753410104876714,0.569632556786869,0.414117785123872,0.705803487447685,-1.41523728121819,-0.128023826064878,-0.176710483038399,-0.0846116420878544,-0.130947212102192,1.38097022586178,-1.38097022586178,-0.638046737530063,-0.861976622934394,0.337613531626619,0.75732722158123,0.726220968207376,-0.928253520973577,-0.117396076197108,-0.841563076202553,-0.181111603967701,-0.930037163704245,-1.56951085524804,-1.63629781816704,-1.31142999335575,-1.3131343730644,2.91666666666667,2.25,2,-5,0,-1,2.75,NA,0
"506","Surveyor 5","",0.049488015,"Tue Oct 06 11:04:11 UTC 2015","Tue Oct 06 11:14:47 UTC 2015","C",0,"Melody0","Budiriro",1.62962962962963,1.62962962962963,0,1,20,400,90,3,4,4,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.09150397272847,-1.09188424088716,3,2,3,1,0,0,NA,0,-0.389001779718209,0,0,0,0,0,0,0,1,0,0.111111111111111,4,3,2,2,2,3,4.5,5,3,5,5,5,4,2,2,1,1,1,2,4.83333333333333,5,4,5,5,5,5,4,2,3,3,3,3,4,2,4,4,4,4,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,0.401597197032113,1.22999791671005,-1.07236981569681,-0.122041148151279,-0.491576693596527,-1.18595720273044,-1.2944399127487,-0.936870014958815,-0.247979040385035,-0.780780245254689,-1.57602425751507,-0.249701942701093,-0.852358936371465,0.247395036837333,0.785156319886102,0.376069989065579,0.0220888103797994,-0.590674944448757,-0.319295941838222,1.38097022586178,-1.38097022586178,1.25596955198404,0.637113156081943,1.17187090707464,1.47859124213478,1.45130898638635,1.21232146594621,1.34634206644875,0.91474247413321,-0.778593184067334,0.247271785588033,0.874496315941123,0.813364412539173,0.997552663446671,0.62649467088629,4.66666666666667,2.08333333333333,3.33333333333333,-5,0,-1,2.58333333333333,NA,0
"507","Surveyor 5","",0.568626839,"Tue Oct 06 11:17:36 UTC 2015","Tue Oct 06 11:34:10 UTC 2015","TP",1,"Melody1","Budiriro",NA,1.42857142857143,1,2,48,2304,100,1,4,4,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.09150397272847,-1.09188424088716,1,0,0,0,0,0,NA,0,-0.463791738060599,1,0,0,0,0,1,0,1,1,0.444444444444444,4,5,4,4,3,3,1,1,1,1,1,1,1,4,4,3,2,2,2,1.33333333333333,2,1,2,1,1,1,3,1,3,2,2,2,4,2,4,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.943009343827866,-1.04439903024185,-1.04954430804501,-1.16042911002884,-1.09887549728719,-1.07236981569681,0.816058279806745,1.45646716957237,0.602058367935004,0.119282858853976,-0.0911763484233544,-0.247979040385035,0.467038827124452,0.891818200399993,1.38896705627483,0.414117785123872,2.08102883927874,2.10539248054868,2.39244524958741,2.40768033139818,1.43357826499485,1.94088881499414,1.38097022586178,-1.38097022586178,-1.3956532533357,-1.23674906768848,-1.74802990699342,-1.40646484007943,-1.44904308632954,-1.28501601879354,-1.58113421884296,0.329307290687956,-1.37607476416697,0.247271785588033,-0.347507269653459,-0.411466702813934,-0.156938664954539,-0.343319851089057,1.16666666666667,3.33333333333333,2.66666666666667,-5,0,0,4.58333333333333,NA,0
"508","Surveyor 5","",0.29867696,"Tue Oct 06 11:35:43 UTC 2015","Tue Oct 06 11:54:12 UTC 2015","C",0,"Melody1","Budiriro",1.38095238095238,1.42857142857143,1,2,28,784,200,3,4,4,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2534053544376,-1.09188424088716,3,3,3,2,0,0,NA,0,-0.366236304555348,0,0,1,0,0,0,0,1,1,0.333333333333333,3,2,2,2,1,2,4.33333333333333,4,4,5,4,4,5,1,1,1,1,1,1,4.33333333333333,4,4,5,4,4,5,4,3,3,4,4,3,4,3,4,4,4,4,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,0.401597197032113,1.22999791671005,-1.07236981569681,-1.0601405761093,-1.46559862518098,-1.18595720273044,-1.2944399127487,-1.35971684822655,-1.22163907625266,-1.36309581236495,-1.98733133383425,0.159965307042888,-0.430200029206353,0.247395036837333,0.785156319886102,2.39244524958741,0.220888103797999,0.0840761253657796,0.151575882501853,1.38097022586178,-1.38097022586178,0.498363036178398,1.01188560083603,1.17187090707464,0.75732722158123,0.726220968207376,1.56908396376618,1.06753480118287,0.91474247413321,0.416369976131932,0.247271785588033,1.48549810873841,1.42577997021573,0.997552663446671,1.11140193187396,4.33333333333333,1.5,3.66666666666667,-5,0,-4,3,NA,0
"509","Surveyor 5","",0.881130971,"Tue Oct 06 12:28:32 UTC 2015","Tue Oct 06 12:32:50 UTC 2015","C",0,"Melody1","Budiriro",1.38095238095238,1.42857142857143,1,2,39,1521,100,3,3,4,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1.08989299116642,-1.01664615415751,3,3,3,2,1,1,NA,0,0.904728147774687,0,0,0,0,0,1,1,1,1,0.444444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38097022586178,-1.38097022586178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,0,-4,NA,NA,0
"510","Surveyor 5","",0.551780722,"Tue Oct 06 12:42:12 UTC 2015","Tue Oct 06 12:53:49 UTC 2015","TG",1,"Melody1","Budiriro",1.38095238095238,NA,1,1,50,2500,100,1,4,5,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.41772265447881,-1.01664615415751,1,0,1,0,0,0,NA,0,-0.45401598681312,0,1,0,0,0,0,0,1,1,0.333333333333333,4,3,2,2,1,3,1.33333333333333,2,1,2,1,1,1,2,3,1,1,1,1,2,2,2,3,2,2,1,3,2,3,2,2,2,3,3,4,4,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.194642498014292,-1.04439903024185,-1.04954430804501,-1.16042911002884,-1.09887549728719,1.1148722779043,-0.122041148151279,-0.00456572780430228,-1.18595720273044,-1.2944399127487,-1.35971684822655,-0.734809058318846,-0.863968183413298,-0.753410104876714,1.38896705627483,0.414117785123872,0.247395036837333,0.785156319886102,0.376069989065579,0.618486690634396,0.421451660273048,0.528273341973913,1.38097022586178,-1.38097022586178,-1.01684999543288,-0.861976622934394,-0.913772531545405,-1.04583282980265,-1.08649907724005,-1.28501601879354,-1.16292332094415,-0.256127892757299,-0.181111603967701,0.247271785588033,0.263494523143832,-0.411466702813934,-0.734184329155144,-0.222093035842138,1.66666666666667,2,2.75,-5,0,0,3.33333333333333,NA,0
"511","Surveyor 5","",0.395788202,"Tue Oct 06 13:09:24 UTC 2015","Tue Oct 06 13:15:56 UTC 2015","C",0,"Melody0","Budiriro",1.62962962962963,1.62962962962963,0,3,35,1225,350,3,3,3,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.870746274287452,-1.01664615415751,3,3,3,3,0,0,NA,3,-0.238394400772169,1,0,1,0,0,1,0,1,1,0.555555555555556,2,3,2,1,1,2,5,5,5,5,5,5,5,2,2,2,1,1,1,5,5,5,5,5,5,5,3,3,4,3,3,3,5,4,5,4,4,4,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1.30209119361285,-1.04439903024185,-1.04954430804501,-1.16042911002884,1.22999791671005,-1.07236981569681,-1.0601405761093,-0.491576693596527,-0.738953310064077,-1.76568083661626,-1.35971684822655,-1.22163907625266,-1.19671993604774,-1.57602425751507,-1.47870369193303,-1.69667675070169,0.247395036837333,0.785156319886102,-0.128023826064878,-0.574309069874797,-1.09673824680966,-0.884342131046313,0.654086605797631,-0.654086605797631,1.25596955198404,1.7614304903442,1.17187090707464,1.47859124213478,1.45130898638635,1.56908396376618,1.62514933171462,0.91474247413321,1.01385155623157,1.42458073488031,0.874496315941123,0.813364412539173,0.997552663446671,1.23262874712088,5,1.66666666666667,3.75,-4,-1,0,2.08333333333333,NA,0
"512","Surveyor 5","",0.162201275,"Tue Oct 06 13:17:25 UTC 2015","Tue Oct 06 13:35:04 UTC 2015","TG",1,"Melody0","Budiriro",1.62962962962963,NA,0,2,40,1600,50,2,4,4,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.10074820784413,-1.09188424088716,2,2,1,0,0,0,NA,0,-0.434812072407929,0,0,0,0,0,0,0,1,0,0.111111111111111,5,5,4,2,3,4,2,2,1,3,2,2,2,2,2,1,1,1,1,3.33333333333333,3,2,5,3,4,3,4,1,4,2,3,3,4,2,4,4,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,0.194642498014292,-1.04439903024185,0.47685817474219,-1.16042911002884,-1.09887549728719,-1.07236981569681,0.347008565827733,0.482445237987922,-0.291949417397717,-1.2944399127487,-0.514023181691085,-0.247979040385035,-0.281652616303032,0.0692040477616394,0.979299806530849,0.414117785123872,1.16421193805804,1.22523504010696,2.39244524958741,1.61248315772539,0.927514962633951,1.28166826091803,-0.0727970142665137,0.0727970142665137,-0.638046737530063,-0.861976622934394,0.337613531626619,-0.324568809249099,0.00113295002840458,-0.214728525333647,-0.326501525146516,0.91474247413321,-1.37607476416697,0.835926260234173,0.263494523143832,0.813364412539173,0.997552663446671,0.505267855639371,2.66666666666667,2.58333333333333,3.25,-3,-1,0,4,NA,0
